	transcript	backchannel	start	end	role	folder
9309	예- 네-	0	276.381	278.82	client	28
9310	응 그러면 걔는 하고 싶은 것은 뭐고 그리고 해야 하는 것은 뭘까요?	0	287.737	295.544	counselor	28
9311	하고 싶은 건 일단 그냥 놀고 그냥 쉬고 또 그쪽인 것 같아요	1	296.56	305.874	client	28
9312	응	0	303.381	303.84	counselor	28
9313	딱 정말 그냥 늘어지고 싶은?	1	306.038	311.325	client	28
9314	응	0	314.221	314.722	counselor	28
9315	네 그러고 하고 싶은 게 어- 뭔가 해, 해야 될 일을 미루는 걸 하고 싶어 하지 않았나? 하는 생각이 들어요 이렇게 말하니까	0	314.388	325.682	client	28
9316	어- 뭔가 미루는 거를 하고 싶어 했어	0	326.563	329.924	counselor	28
9317	이게 막 뭔가 더 미루고 싶어 하고	0	334.824	338.584	client	28
9318	음- 놀고 싶은 게 먼저가 아니라	0	334.947	339.345	counselor	28
9319	예- 뭔가 약속 잡아서 놀러 나가고 싶다기보다는 일단 내 할 일부터 미루고 싶은 게 조금 더 큰 것 같긴 해요	0	347.367	355.094	client	28
9320	아 그렇구나 그래요 그럼 이제 일단 미루고 싶은 게 먼저다 그치	0	355.872	360.405	counselor	28
9321	네-	0	360.703	361.392	client	28
9322	이래가지고 약속을 잡아서 미루고 어- 미룬 것 같다 이제 이런 거 이런 얘기다 그죠?	1	365.715	372.038	counselor	28
9323	그쵸 그냥 그 할 일을 안 해버려서 그냥 미뤄버리고	1	372.928	376.332	client	28
9324	응 응 응	0	376.792	378.094	counselor	28
9325	이제 탁 해야 될 일이 보면 다 생산적이고 제 미래를 위해서 꼭 해야 되는 일인데	1	384.948	390.478	client	28
9326	응	0	385.419	385.935	counselor	28
9327	그렇다고 제가 막 이제 졸업을 하고 나서 놀, 놈팽이가 되고 싶다고 생각은 안 했거든요	1	390.892	399.146	client	28
9328	응	0	391.346	391.905	counselor	28
9329	근데 근데 이제 해야 되는 걸 아는데 좀 이상하게 그게 네 하기가 싫더라고요	1	399.778	406.403	client	28
9330	응	0	399.944	400.37	counselor	28
9331	딱 제가 해야 될 일들 그런 그런 나아갈 준비 이런	0	406.478	411.847	client	28
9332	오케이 그러다 보니 예전에는 사실 친구들을 만나고 밥을 먹고 그랬던 활동들은 이전에 지금 말고	1	412.344	423.674	counselor	28
9333	네 네	0	423.082	424.282	client	28
9334	그죠 그러기 이전에는 친구들을 만나서 놀고 밥 먹고 하는 건 어땠어?	1	433.96	439.671	counselor	28
9335	그 전에 되게 좋았어요 그니까 사실 지금도 예	0	440.422	443.881	client	28
9336	어 그러고 나서 들어오면. 그러고 나서 들어오면 어땠어요	0	442.644	446.386	counselor	28
9337	들어 왔을 때도 좋았어요	1	447.216	449.313	client	28
9338	응- 응-	0	449.969	452.647	counselor	28
9339	그냥 아 재밌었다	0	450.139	451.442	client	28
9340	즐겁다 응 그리고 잘 때 누워서 잘 때도 그 모습이 어떻게 이렇게 나한테 딱 남아요	1	452.881	461.079	counselor	28
9341	그때도 네- 그쵸	0	462.092	464.758	client	28
9342	응 응	0	463.721	465.978	counselor	28
9343	그리고 내일 내일 또 할 거는 이제 다시 일상으로 돌아와서 하고	1	465.159	469.02	client	28
9344	응 응 응	1	469.267	470.221	counselor	28
9345	네	0	470.689	471.175	client	28
9346	그게 좀 에너지원이 됐다 그치?	0	471.415	473.329	counselor	28
9347	그 네네네	0	473.377	474.571	client	28
9348	네 근데 지금은 내가 미루는 어떤 방법의 하나의 수단으로 얘를 사용하다 보니까 놀고 와서 뭘 느껴요?	0	474.949	487.516	counselor	28
9349	놀고 와서 이제 아- 굳이 나갔어야 했을까 이런 거요	1	488.341	493.081	client	28
9350	어-	0	492.87	493.519	counselor	28
9351	굳이 지금 어 뭐 안 보면 죽는 것도 아닌데 굳이 꼭 만났어야 했을까	1	493.508	498.98	client	28
9352	네	0	493.986	494.58	counselor	28
9353	근데 그 생각이 약속 잡을 때는 안 들어도 딱 약속을 나가는 당일 날 준비를 하다 보면 딱 그 생각이 들기는 하더라고요	1	499.429	507.991	client	28
9354	응 응	0	508.698	509.702	counselor	28
9355	굳이 안 나가도 되는데 오늘 안 놀아도 되는데	1	508.813	511.578	client	28
9356	응 응	0	512.274	513.067	counselor	28
9357	그랬어요	1	514.284	514.921	client	28
9358	우리가 이제 지금 어- 보면 내가 지금 이 노는 것을 내 어떤 즐거움과 재미와 만남을 위해서 정했을 때는. 정했을 때는 놀고 들어와서 신났어요	1	517.866	532.379	counselor	28
9359	네	0	532.985	533.475	client	28
9360	근데 어떤 미루기 용으로 선택을 했던 것 같은 마음이 들었을 때는 이걸 굳이 지금 이렇게 해야 되나? 이런 맥락으로 지금 자꾸 이어가는 것 같아요	1	533.545	544.564	counselor	28
9361	네-	1	545.086	545.722	client	28
9362	그러니까 얘의 목적 이 노는 약속에 대한 목적을 얘만으로 잡으면 잡으면 어 이걸로 얻어지는 그 즐거움을 내가 경험하는 것 같거든요	1	547.888	563.59	counselor	28
9363	네네네	1	563.958	564.684	client	28
9364	응 응 	1	564.954	565.667	counselor	28
9365	음	0	569.843	570.473	client	28
9366	그래서 만약에 미루더라도 미루더라도 어- 이 만남을 통해서 내가 지금 어떻게 보면 에너지를 계속 얻어왔던 앤데	1	569.977	579.135	counselor	28
9367	네	0	579.837	580.381	client	28
9368	애더, 얻어왔던 앤데 이걸로 인해서 이제 자꾸 만나는 것도 또 만났던 사람들도 나를 자꾸 괴롭히는 역할로 남겨두게 되는 것 같아요	2	579.908	593.254	counselor	28
9369	네-	0	592.628	593.376	client	28
9370	응 그것도 참 고통스러울 것 같거든	1	594.073	596.672	counselor	28
9371	네네네	1	596.866	597.679	client	28
9372	응	0	598.18	598.627	counselor	28
9373	아- 그래서 그러네요 무기력한 게 아니었네요	0	600.608	604.971	client	28
9374	그러니까 본인의 마음 속에 되게 이렇게 깊이 보진 않았지만 그걸로 인한 되게 좀 양가감정도 있었을 것 같아	1	607.179	617.245	counselor	28
9375	아-	0	617.649	618.29	client	28
9376	왜냐하면 무기력하면 이렇게 좀 축 늘어지고 뻗어야 되는데 놀 때 실컷 잘 놀고 얘기하고 놀다 들어왔단 말이야	0	617.921	624.619	counselor	28
9377	네- 정말 선택적으로 무기력한 이게 이게 더 더 그 더 문젠 것 같아요	1	623.894	631.091	client	28
9378	어 그렇네 그래 보이네 그죠? 응	1	631.657	635.597	counselor	28
9379	네	0	635.338	635.822	client	28
9380	그래요 근데 이제 사실 무기력 해지려고 어 막 원하고 바라는 사람은 없겠죠	1	637.065	645.577	counselor	28
9381	네	0	645.836	646.359	client	28
9382	아- 이렇게 못하겠다 어렵다 그 이렇게 스르륵 이렇게 놓고 싶은 때가 다 있거든요	1	651.981	659.059	counselor	28
9383	네	0	658.993	659.559	client	28
9384	화장실에 오줌을 막 엄청 참았어요 많이 참다가 화장실 가서 딱 앉으면 바로 막 나와요	1	672.175	680.928	counselor	28
9385	많이 참다가요?	1	682.431	683.377	client	28
9386	어	0	684.07	684.449	counselor	28
9387	많이 참았을 때…	0	685.084	686.371	client	28
9388	그래 본 적 있어요?	0	685.667	686.454	counselor	28
9389	어- 네네 저 많이 참았을 때는 바로 나왔던 것 같은데 음- 	1	687.874	693.738	client	28
9390	그런데 내 마음대로 멈춰져요?	0	694.556	696.324	counselor	28
9391	아- 아니요 아니요	0	696.933	698.1	client	28
9392	안 돼요 어 그게 제일 쉽지 않아요 그냥 어쨌든 그렇게 그냥 막 놓여져요	1	698.745	703.762	counselor	28
9393	네네네	0	704.258	704.972	client	28
9394	네네 뭔가 나를 막 누르면 누르고 눌었, 눌렀던 그것이 막 터져 나오는 어떤 순간에는 나도 모르게 질질질질질 그냥 그게 그냥 쭉 늘어져 버려요	2	705.438	716.23	counselor	28
9395	아- 네네네네	0	716.552	717.789	client	28
9396	어 내가 어떻게 조절하기가 참 쉽지 않을 때가 생기거든요 그와 비슷하게 스트레스도 그렇대요	1	717.074	725.44	counselor	28
9397	아-	0	725.675	726.916	client	28
9398	응 어느 내가 한계점에 딱 오면 그거를 견디다 견디다 에라 모르겠다 탁 하고 놔버리는 그 순간이 온대요	2	727.179	736.419	counselor	28
9399	아-	0	737.003	738.064	client	28
9400	응 그래서 오히려 그렇게 팍 놔버리는 그런 순간을 경험하지 않으려면 사실은 그거를 적절하게 조절하는 거죠	2	738.282	747.964	counselor	28
9401	아-	0	748.662	749.761	client	28
9402	네네 우리가 평상시에 그냥 때에 이렇게 참지 않고 어- 좀 소변이 마렵네 그렇게 해서 화장실을 가면 그냥 적당한 시간에 소변을 보고 이렇게 탁 나오잖아요	1	750.015	761.665	counselor	28
9403	네-	0	761.984	762.562	client	28
9404	응 그리고 또 일상생활을 하다가 어 좀 화장실이 가고 싶네 그럼 또 가서 또 볼일을 보고 또 그냥 그렇게 하고 또 나오고 이렇게 되는데	1	763.152	771.896	counselor	28
9405	네 네네	0	771.429	772.948	client	28
9406	너무 오래 참았다가 들어가면은 사실상 어 일반적이지 않은 시간을 들여서 화장실에 앉아 있게 되거든요	1	772.412	780.971	counselor	28
9407	네-	1	781.143	781.961	client	28
9408	응	0	782.294	782.952	counselor	28
9409	저 딱 그런 상태인 것 같기도 해요	1	784.164	787.111	client	28
9410	응	0	787.817	788.323	counselor	28
9411	한번 탁 놨는데 그 뒤로 못 잡고 계속 놔져 있는 상태?	1	787.945	793.662	client	28
9412	네 그래요 그러면 우리가 이렇게 아까 이제 우리가 화장실 가는 얘기로 했으니까 우리가 그걸로 한번 예를 들어봅시다	2	794.748	802.548	counselor	28
9413	아-	0	796.232	796.94	client	28
9414	그러면 내가 이렇게 어- 화장실 갔다가 내가 좀 규칙적인 어떤 그런 일정시간 우리가 그 보통 일반적으로 사용했던 그 시간	1	803.11	814.409	counselor	28
9415	네	0	814.972	815.354	client	28
9416	그 시간을 우리가 계속 유지를 하려면 다시 어떻게 좀 해야 될까요?	0	815.185	820.72	counselor	28
9417	본인이 이렇게 되어야 되지 않을까요? 참지 않고?	0	842.375	847.134	client	28
9418	맞아요 맞아요 지금 그거예요 참지 않고 가는거 응 그래서 어 조금씩 조금씩 가서 미리 그 화장실에 갈 수 있는 그 시간을 내가 그냥 가는거	1	847.772	859.328	counselor	28
9419	에에	0	858.452	859.046	client	28
9420	그 정도 했을 때 그 시간을 확보하는거 화장실 가는 시간을. 결국 내가 요만큼 가서 그 쉬는 시간을 주는 거잖아요	1	859.525	869.237	counselor	28
9421	네-	0	869.629	870.33	client	28
9422	네 그 스트레스를 받고 있는 그 일을 조금 조각을 내보는 거예요	2	870.569	876.58	counselor	28
9423	음-	0	877.044	878.287	client	28
9424	이것도 해야 되고 저것도 해야 되고 하는 저것도에 넘어가기 전에 이것까지만 내가 의식적으로 끝내고 쉬어주는 거죠	1	890.676	902.132	counselor	28
9425	아-	1	902.648	904.124	client	28
9426	그래서 다시 루틴을 잡고 만들려고 되돌아오는 거예요	2	905.366	909.974	counselor	28
9427	아-	0	910.618	911.796	client	28
9428	응 참았다 화장실 가지 않게	0	911.626	914.168	counselor	28
9429	그게 맞는 것 같아요	0	917.859	918.911	client	28
9430	어 만약에 이렇.. 응 제가 뭐요?	0	919.729	923.381	counselor	28
9431	에 아니에요	1	922.545	923.203	client	28
9432	어	0	923.686	923.967	counselor	28
9433	아- 그냥 그게 맞는 것 같아요 이것도 저것도 저것도 있어서 딱 지금이 그 상태인 것 같아요	2	924.467	931.809	client	28
9434	그 중에 그러면 이렇게 우리가 뭐 여러가지가 있잖아요 1부터일부터 뭐 5까지오까지 있다고 치면 그거를 한번 쭉 나열을 한번 해보죠 뭐 뭐가 있어요?	1	936.557	945.568	counselor	28
9435	아 해야 될 일이요?	1	946.368	947.557	client	28
9436	응-	0	947.978	948.709	counselor	28
9437	음- 그니까 뭐 말하면 뭐 자격증따기 뭐 아니면 개인 공부 이런식으로	1	949.969	957.738	client	28
9438	응	0	957.697	958.198	counselor	28
9439	그게 또 아 이게 이 제가 이제 한 코로나 터졌을 때부터 점점 좀 할 일을 이제 미뤄왔다고 거기 적었었는데 그게 좀 쌓여서 좀 커졌어요	1	958.576	974.743	client	28
9440	응- 응	0	975.585	976.861	counselor	28
9441	그래서 거기서 오, 그래서 이제 점점 쌓이니까 더 손을 못 대겠는 네 또 그게 있는 것 같아요	1	976.138	986.056	client	28
9442	응 응	0	983.391	984.149	counselor	28
9443	그니까 예를 들어서 저는 이제 4학년사학년 인데 뭐 그니까 응당 4학년사학년 이라면 이정도는 할 줄 알아야 되는데 만약에 10십 정도를 할 줄 알아야 되는데 전 아직 뭐 3삼 정도라던가	1	986.339	997.507	client	28
9444	응	0	989.744	990.479	counselor	28
9445	그럼 나머지 7을칠을 채우기 위해서는 이제 좀 좀 이제 어 이제 3부터삼부터 이제 좀 오래 걸리더라도 내가 지금부터라도 좀 정신을 차려서 착착착착 해야겠다는 알겠는데	1	997.857	1010.863	client	28
9446	응 응	0	998.389	999.114	counselor	28
9447	그게 좀 아득하고 또 오래걸릴 것 같고 하니까 아 모르겠다 하고 그냥 이제 생각을 말아버리, 좀 회피하는 것도 있는 것 같아요 제가	0	1011.268	1020.208	client	28
9448	어 그래요 지금 얘기하신 것 중에 그런 말, 마음이 들면 되게 답답할 것 같거든요	1	1020.763	1027.825	counselor	28
9449	네-	0	1028.118	1029.037	client	28
9450	그치요? 응 왜냐하면 지금 기한을 혼자 정해놨잖아 이미 내가 4학년사학년 이라면 어 4학년사학년 이라면이 이제 전제 조건이 됐고	1	1028.951	1038.062	counselor	28
9451	맞아요 혼자 이제	0	1033.08	1034.165	client	28
9452	4학년사학년 이라면은 한 10만큼십만큼 와야 되는데 난 3밖에삼밖에 없어 어 이 7을칠을 이 4학년이사학년이 끝나기 전에 다 끝내야 돼	1	1038.407	1047.017	counselor	28
9453	네	0	1038.766	1039.228	client	28
9454	그치요? 그 부 얼마나 얼마나 막 달려야 되겠다 이런 압박감이 막 턱 막힐 것 같거든 그치?	0	1048.4	1057.491	counselor	28
9455	네- 이 네 그래서 더 뭔가 예 그래서 더 회, 회피가 좀 맞는 말 같아요. 안할려고 하고	1	1057.053	1064.466	client	28
9456	네 네네	0	1063.815	1066.159	counselor	28
9457	네- 이 작년에도 비슷하긴 했는데 에 	0	1066.19	1069.259	client	28
9458	응 응	1	1069.383	1070.211	counselor	28
9459	네 작년에도 비슷해, 비슷했는데 이제 작년에는 좀 목표치가 또 낮긴 했죠 작년에는 1년일년 전이니까 이제 10십 말고 한 이제 3에서삼에서 7만큼만칠만큼만 채워도 된다였는데	1	1071.834	1082.361	client	28
9460	응	0	1083.218	1083.7	counselor	28
9461	그때도 되게 아 아득하다 했는데 아득해서 회피해버렸더니 더 아득해졌어요.	0	1083.506	1088.091	client	28
9462	어- 그렇구나 그래요 그럴 수 있겠어 응 우리 어- 그렇게 조급해, 1년을일년을 이제 조급한 마음으로 왔잖아요	1	1088.98	1103.312	counselor	28
9463	네	0	1103.712	1104.278	client	28
9464	1년을일년을 조급한 마음으로 왔더니 지금 어떤 게 남았어요?	0	1103.747	1107.904	counselor	28
9465	음- 조급하기만 하고 결과물이 아무것도 없어요	0	1110.087	1115.475	client	28
9466	어 조급한 마음이 더 커졌네 그치? 응 조급한 마음을 먹기 시작을 했더니 조급함이 더 커졌어 그쵸?	3	1116.16	1125.902	counselor	28
9467	네	1	1126.064	1126.593	client	28
9468	그래요 우리가 이전 것들을 자꾸 만회하려고 하면 그니까 뭔가를 만회하려는 마음으로 가면 사실 되게 어- 어려운 것 같아	2	1128.361	1140.959	counselor	28
9469	아-	0	1140.857	1141.61	client	28
9470	응 왜냐면은 그 마음은 일단 마이너스에서부터 올라오는 거잖아 응 그래서 가봐야 본전인 거고 응 우리 지금을 0으로영으로 잡읍시다	1	1141.945	1156.111	counselor	28
9471	네	0	1156.891	1157.201	client	28
9472	어- 물론 지금 어떤 사람은 10만큼십만큼 가 있는 사람도 있고 그리고 뭐 9만큼구만큼 가 있는 사람도 있지만 어- 나는 내가 원하는 거 10만큼십만큼 가 있고 싶긴 하지만 지금부터 해서 내가 1씩일씩 2씩이씩 3씩삼씩 늘려나갈게	2	1171.436	1192.018	counselor	28
